,image_name, comment_number, comment
146962,6915111992.jpg, 2, A child in yellow attempts a goal at a soccer game while the goalie in red tries to block the shot .
146963,6915111992.jpg, 3, Two young people of opposing teams are playing a soccer match in yellow and red uniforms .
146964,6915111992.jpg, 4, A boy with a yellow and black soccer uniform trying to score a goal .
153280,7725130978.jpg, 0, These women are playing a beach volleyball game as part of the Summer Olympics in 2012 which took place in London .
153281,7725130978.jpg, 1, A member of the women 's Austrian beach volleyball team attempts a spike against China at the 2012 Olympics .
153282,7725130978.jpg, 2, Three women in sports bikinis are playing volleyball on a sandy beach .
153283,7725130978.jpg, 3, This is a group of women playing volleyball in sports bikinis .
153284,7725130978.jpg, 4, A volleyball player leaps to spike the ball .
67895,3369252082.jpg, 0, A crosscountry skier grimaces as he climbs a slight incline .
67896,3369252082.jpg, 1, A man dressed in red is skiing in the snow near a tree .
67897,3369252082.jpg, 2, A contestant in a skiing contest passing a tree .
67898,3369252082.jpg, 3, Professional skier on snowy mountain .
67899,3369252082.jpg, 4, A man is crosscountry skiing .
106280,4606346038.jpg, 0," Two teenagers , one male and one female , wearing sport uniforms running after a ball ."
106281,4606346038.jpg, 1, One girl and one boy playing field hockey at night battle for control of the ball .
106282,4606346038.jpg, 2, Two young athletes battling for the ball in a game of field hockey .
106283,4606346038.jpg, 3, A brother and sister is paying against each other in field hockey .
106284,4606346038.jpg, 4, Two players fighting over a ball in a Lacrosse match
97195,4367945540.jpg, 0, One women from team Australia trying to keep the ball from the other women who is trying to intercept it .
97196,4367945540.jpg, 1," A blond woman , on a green outdoor mat , plays ball with a teammate ."
97197,4367945540.jpg, 2, Two women playing field hockey on AstroTurf .
97198,4367945540.jpg, 3, Two women are playing field hockey
97199,4367945540.jpg, 4, Two girls are playing a sport .
80870,3663951804.jpg, 0, A closeup of a man skateboarding in a skate park .
80871,3663951804.jpg, 1, A skateboarder executes a jump in a skate park .
80872,3663951804.jpg, 2, A person skateboarding at a skate park .
80873,3663951804.jpg, 3, a child doing a jump on a skateboard
80874,3663951804.jpg, 4, A skateboarder doing a jump .
28085,241345656.jpg, 0, A smiling dancer dressed in red is on the football field with fans in the stadium bleachers behind her .
28086,241345656.jpg, 1, A woman in a red sports outfit is running on the grass in front of a crowd of spectators .
28087,241345656.jpg, 2, A smiling blond cheerleader runs with an audience in the background .
28088,241345656.jpg, 3, A woman in a red suit is running in a field in front of a crowd .
28089,241345656.jpg, 4, A cheerleader dressed in red smiles and cheers .
107390,462663804.jpg, 0, Two barefoot men are playing on a green lawn outside a building with other people in the background .
107391,462663804.jpg, 1," Many young adults , doing various activities in an open green space ."
107392,462663804.jpg, 2, Two men play catch with a football in a grassy field on a sunny day .
107393,462663804.jpg, 3, Two guys playing football on a campus green .
107394,462663804.jpg, 4, A beautiful ground and people are playing .
27465,2393924525.jpg, 0, A woman dressed in a blue tennis outfit is returning a hit with her tennis racket
27466,2393924525.jpg, 1, A furocious female tennis player about to hit a tennis ball in the air .
27467,2393924525.jpg, 2, A woman in blue hits a tennis ball in a tennis match .
27468,2393924525.jpg, 3, Woman playing tennis and hitting the ball .
27469,2393924525.jpg, 4, A woman playing tennis .
28205,241346971.jpg, 0," The guy in the blue and white jersey is running , and the guy in the red and white jersey is falling ."
28206,241346971.jpg, 1," The two players , on opposite teams , are in the middle of a football game , while others watch ."
28207,241346971.jpg, 2, A Sooners football player moves quickly on the field as another player runs .
28208,241346971.jpg, 3, A football player in blue and one in red play in a game .
28209,241346971.jpg, 4, Two men play football .
52450,3018973947.jpg, 0, A young man in black pants and a gray shirt holds a skateboard with colorful decals upright while sitting on a gray stone block .
52451,3018973947.jpg, 1, A boy with black hair holds a skateboard while sitting down .
52452,3018973947.jpg, 2, A young skateboarder looks off into the distance .
52453,3018973947.jpg, 3, Young man sitting in a park with his skateboard .
52454,3018973947.jpg, 4, Ethnic teen sitting and holding his skateboard .
147295,6936180661.jpg, 0, Five young men huddle around a fire outside where it is snowy and cold .
147296,6936180661.jpg, 1, Skiers and snowboarders warm themselves by the fire while they talk .
147297,6936180661.jpg, 2, A group of friends around a fire protected with a metallic mesh .
147298,6936180661.jpg, 3, Five men stand around a bonfire with log benches around it .
147299,6936180661.jpg, 4, People trying to get warm .
59485,3186412658.jpg, 0," A women 's sports squad performs some tricks , including lifting members high and tossing a ball ."
59486,3186412658.jpg, 1, Team members being lifted up high to catch a flying ball .
59487,3186412658.jpg, 2, three young woman jumping into the air to catch a ball .
59488,3186412658.jpg, 3, A group of woman hold each other up to catch a ball .
59489,3186412658.jpg, 4, Woman being lifted by other women play volleyball .
57425,3139393607.jpg, 0, A person wearing a black sweatshirt and red pants is riding on a snowboard on a green box .
57426,3139393607.jpg, 1, A snowboarder is beginning a stunt from the edge of a green jump box .
57427,3139393607.jpg, 2, A snowboarder is standing on top of a platform in the snow .
57428,3139393607.jpg, 3, A man is sliding along a green barrier on his snowboard .
57429,3139393607.jpg, 4, The snowboarder is ready to jump .
148540,7036810145.jpg, 0, Five hockey players wearing similar helmets and white and navy jerseys smile with each other .
148541,7036810145.jpg, 1, Five ice hockey player from the same team are celebrating on the rink .
148542,7036810145.jpg, 2, Five hockey players talking and joking in an ice hockey ring .
148543,7036810145.jpg, 3, a few guys enjoying each other after winning a hockey match
148544,7036810145.jpg, 4, hockey team celebrating a win
151670,7521056760.jpg, 0, Two baseball player are standing in a ball field that is surrounded by a stadium full of people .
151671,7521056760.jpg, 1, Morse dressed in red and white uniform is waiting for the pitch so he can run to the next base .
151672,7521056760.jpg, 2," Baseball player ,  38 , Morse is seen standing and looking at the pitcher ."
151673,7521056760.jpg, 3, A man is standing on a baseball field in front of a crowd .
151674,7521056760.jpg, 4, Two baseball players including a pitcher on the mound .
41730,2745663684.jpg, 0, a young man skateboarding on a street wearing a black and white striped shirt
41731,2745663684.jpg, 1, A man wearing shorts and a tank top riding a skateboard .
41732,2745663684.jpg, 2, A kid in a striped tank top skateboards down the street
41733,2745663684.jpg, 3, A boy skateboards down the street .
41734,2745663684.jpg, 4, A boy in a tank top skateboarding .
141805,6221946312.jpg, 0," A football player in a black , white , and orange uniform , is trying to tackle another player in a blue , white , and gold uniform ."
141806,6221946312.jpg, 1, A football player in a blue jersey being tackled from behind by an opponent in a white jersey .
141807,6221946312.jpg, 2, A defensive football player attempts tackling an offensive football player holding a football .
141808,6221946312.jpg, 3, A football player running with the ball is being tackled by his opponent .
141809,6221946312.jpg, 4, Two men from opposing teams are playing football .
153850,7803420092.jpg, 0," A baseball player wearing red , white and blue gets ready to bat as his teammates stand behind him and watch ."
153851,7803420092.jpg, 1, A man in a red and blue baseball uniform is holding a bar on a baseball field in a stadium .
153852,7803420092.jpg, 2, A man stepping up to the plate getting ready to bat .
153853,7803420092.jpg, 3, A male baseball player preparing to go to bat .
153854,7803420092.jpg, 4, A man preparing to bat in a baseball game .
28115,241345905.jpg, 0, An injured football player is being nursed on the field in the middle of a game .
28116,241345905.jpg, 1, a football player in a red jersey getting his knee looked at by another man
28117,241345905.jpg, 2, A man is checking out an injured football player at a game .
28118,241345905.jpg, 3, Two men help an injured player on the field .
28119,241345905.jpg, 4, two men examine a football players leg .
47210,2885912662.jpg, 0," A small girl is looking at a pink and black ball , in a parking lot ."
47211,2885912662.jpg, 1, The young girl is playing on white rocks with a small pink ball .
47212,2885912662.jpg, 2, The little girl in the green dress is chasing after a pink ball .
47213,2885912662.jpg, 3, A small girl chases a pink ball over the gravel driveway .
47214,2885912662.jpg, 4, The little girl is chasing after her pink soccer ball .
108125,4640122647.jpg, 0, A Young woman with long hair and no helmet is riding a skateboard in a park with a mural behind her .
108126,4640122647.jpg, 1, A young woman skateboarding on an outdoor basketball court in front of a mural .
108127,4640122647.jpg, 2, A man with long hair rides a skateboard through a basketball court .
108128,4640122647.jpg, 3, A girl skateboarding in red shoes on pavement
108129,4640122647.jpg, 4, Practicing skateboarding on the court .
78840,3613705104.jpg, 0," A man does a jump on a skateboard , surrounded by graffiti ."
78841,3613705104.jpg, 1, A male skateboarder is skating in a vandalized skate park .
78842,3613705104.jpg, 2, A man does a skating trick off of graffiti-filled stairs .
78843,3613705104.jpg, 3, A skateboarder skates down stairs covered in graffiti .
